#,Date-Time (CDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
1,06/19/2024 15:25:28,27.08,51.40,16.21,,,
2,06/19/2024 15:25:29,27.09,51.39,16.22,,,
3,06/19/2024 15:25:30,27.09,51.33,16.20,,,
4,06/19/2024 15:25:31,27.07,51.45,16.22,,,
5,06/19/2024 15:25:32,27.06,51.53,16.24,,,
6,06/19/2024 15:25:33,27.02,51.53,16.21,,,
7,06/19/2024 15:25:34,27.04,51.58,16.23,,,
8,06/19/2024 15:25:35,27.08,51.58,16.27,,,
9,06/19/2024 15:25:36,27.05,51.55,16.23,,,
10,06/19/2024 15:25:37,27.05,51.49,16.21,,,
11,06/19/2024 15:25:38,27.05,51.46,16.20,,,
12,06/19/2024 15:25:39,27.04,51.34,16.16,,,
13,06/19/2024 15:25:40,27.01,51.29,16.12,,,
14,06/19/2024 15:25:41,27.04,51.23,16.12,,,
15,06/19/2024 15:25:42,27.02,51.13,16.08,,,
16,06/19/2024 15:25:43,27.01,51.12,16.07,,,
17,06/19/2024 15:25:44,26.98,51.05,16.02,,,
18,06/19/2024 15:25:45,27.02,51.04,16.05,,,
19,06/19/2024 15:25:46,27.00,50.90,15.99,,,
20,06/19/2024 15:25:47,26.99,50.79,15.95,,,
21,06/19/2024 15:25:48,27.00,50.80,15.96,,,
22,06/19/2024 15:25:49,26.97,50.70,15.90,,,
23,06/19/2024 15:25:50,26.98,50.67,15.90,,,
24,06/19/2024 15:25:51,26.99,50.63,15.90,,,
25,06/19/2024 15:25:52,26.97,50.61,15.87,,,
26,06/19/2024 15:25:53,26.98,50.55,15.87,,,
27,06/19/2024 15:25:54,26.98,50.55,15.87,,,
28,06/19/2024 15:25:55,26.96,50.55,15.85,,,
29,06/19/2024 15:25:56,26.93,50.62,15.84,,,
30,06/19/2024 15:25:57,26.94,50.64,15.85,,,
31,06/19/2024 15:25:58,26.93,50.66,15.85,,,
32,06/19/2024 15:25:59,26.93,50.69,15.86,,,
33,06/19/2024 15:26:00,26.91,50.68,15.84,,,
34,06/19/2024 15:26:01,26.93,50.66,15.85,,,
35,06/19/2024 15:26:02,26.87,50.76,15.83,,,
36,06/19/2024 15:26:03,26.91,50.71,15.85,,,
37,06/19/2024 15:26:04,26.93,50.69,15.86,,,
38,06/19/2024 15:26:05,26.87,50.76,15.83,,,
39,06/19/2024 15:26:06,26.85,50.78,15.82,,,
40,06/19/2024 15:26:07,26.91,50.83,15.88,,,
41,06/19/2024 15:26:08,26.86,50.99,15.89,,,
42,06/19/2024 15:26:09,26.83,51.38,15.98,,,
43,06/19/2024 15:26:10,26.85,51.71,16.10,,,
44,06/19/2024 15:26:11,26.81,51.89,16.12,,,
45,06/19/2024 15:26:12,26.82,51.98,16.15,,,
46,06/19/2024 15:26:13,26.78,52.20,16.18,,,
47,06/19/2024 15:26:14,26.79,52.47,16.27,,,
48,06/19/2024 15:26:15,26.81,52.75,16.38,,,
49,06/19/2024 15:26:16,26.75,53.01,16.39,,,
50,06/19/2024 15:26:17,26.78,53.25,16.49,,,
51,06/19/2024 15:26:18,26.76,53.39,16.51,,,
52,06/19/2024 15:26:19,26.73,53.54,16.54,,,
53,06/19/2024 15:26:20,26.73,53.67,16.58,,,
54,06/19/2024 15:26:21,26.71,53.69,16.56,,,
55,06/19/2024 15:26:22,26.73,53.62,16.56,,,
56,06/19/2024 15:26:23,26.70,53.63,16.54,,,
57,06/19/2024 15:26:24,26.67,53.73,16.54,,,
58,06/19/2024 15:26:25,26.65,53.79,16.53,,,
59,06/19/2024 15:26:26,26.69,53.91,16.61,,,
60,06/19/2024 15:26:27,26.67,54.02,16.62,,,
61,06/19/2024 15:26:28,26.64,54.19,16.64,,,
62,06/19/2024 15:26:29,26.66,54.38,16.71,,,
63,06/19/2024 15:26:30,26.65,54.36,16.70,,,
64,06/19/2024 15:26:31,26.62,54.44,16.69,,,
65,06/19/2024 15:26:32,26.58,54.55,16.69,,,
66,06/19/2024 15:26:33,26.61,54.73,16.77,,,
67,06/19/2024 15:26:34,26.58,54.82,16.77,,,
68,06/19/2024 15:26:35,26.57,54.83,16.77,,,
69,06/19/2024 15:26:36,26.57,54.97,16.81,,,
70,06/19/2024 15:26:37,26.55,55.08,16.82,,,
71,06/19/2024 15:26:38,26.57,55.27,16.89,,,
72,06/19/2024 15:26:39,26.54,55.35,16.88,,,
73,06/19/2024 15:26:40,26.54,55.48,16.92,,,
74,06/19/2024 15:26:41,26.54,55.58,16.95,,,
75,06/19/2024 15:26:42,26.53,55.57,16.94,,,
76,06/19/2024 15:26:43,26.51,55.58,16.92,,,
77,06/19/2024 15:26:44,26.54,55.49,16.93,,,
78,06/19/2024 15:26:45,26.53,55.47,16.91,,,
79,06/19/2024 15:26:46,26.51,55.39,16.87,,,
80,06/19/2024 15:26:47,26.48,55.29,16.81,,,
81,06/19/2024 15:26:48,26.49,55.16,16.78,,,
82,06/19/2024 15:26:49,26.51,55.12,16.79,,,
83,06/19/2024 15:26:50,26.49,55.12,16.77,,,
84,06/19/2024 15:26:51,26.48,55.03,16.73,,,
85,06/19/2024 15:26:52,26.47,54.87,16.68,,,
86,06/19/2024 15:26:53,26.47,54.72,16.64,,,
87,06/19/2024 15:26:54,26.45,54.62,16.59,,,
88,06/19/2024 15:26:55,26.45,54.59,16.58,,,
89,06/19/2024 15:26:56,26.43,54.50,16.54,,,
90,06/19/2024 15:26:57,26.42,54.37,16.50,,,
91,06/19/2024 15:26:58,26.43,54.26,16.47,,,
92,06/19/2024 15:26:59,26.39,54.17,16.41,,,
93,06/19/2024 15:27:00,26.41,54.07,16.40,,,
94,06/19/2024 15:27:01,26.38,53.95,16.33,,,
95,06/19/2024 15:27:02,26.37,53.88,16.30,,,
96,06/19/2024 15:27:03,26.37,53.80,16.28,,,
97,06/19/2024 15:27:04,26.39,53.84,16.31,,,
98,06/19/2024 15:27:05,26.37,53.78,16.27,,,
99,06/19/2024 15:27:06,26.36,53.79,16.27,,,
100,06/19/2024 15:27:07,26.36,53.76,16.26,,,
101,06/19/2024 15:27:08,26.34,53.74,16.23,,,
102,06/19/2024 15:27:09,26.35,53.77,16.25,,,
103,06/19/2024 15:27:10,26.34,53.73,16.23,,,
104,06/19/2024 15:27:11,26.34,53.72,16.22,,,
105,06/19/2024 15:27:12,26.35,53.72,16.23,,,
106,06/19/2024 15:27:13,26.34,53.71,16.22,,,
107,06/19/2024 15:27:14,26.31,53.68,16.18,,,
108,06/19/2024 15:27:15,26.34,53.71,16.22,,,
109,06/19/2024 15:27:16,26.32,53.71,16.20,,,
110,06/19/2024 15:27:17,26.27,53.72,16.17,,,
111,06/19/2024 15:27:18,26.31,53.69,16.19,,,
